,date,title,author
939,"January 3, 1960",Advise and Consent,Allen Drury
940,"January 10, 1960",Advise and Consent,Allen Drury
941,"January 17, 1960",Hawaii,James Michener
942,"January 24, 1960",Advise and Consent,Allen Drury
943,"January 31, 1960",Hawaii,James Michener
944,"February 7, 1960",Hawaii,James Michener
945,"February 14, 1960",Hawaii,James Michener
946,"February 21, 1960",Hawaii,James Michener
947,"February 28, 1960",Hawaii,James Michener
948,"March 6, 1960",Hawaii,James Michener
949,"March 13, 1960",Hawaii,James Michener
950,"March 20, 1960",Hawaii,James Michener
951,"March 27, 1960",Hawaii,James Michener
952,"April 3, 1960",Hawaii,James Michener
953,"April 10, 1960",Hawaii,James Michener
954,"April 17, 1960",Hawaii,James Michener
955,"April 24, 1960",Hawaii,James Michener
956,"May 1, 1960",Hawaii,James Michener
957,"May 8, 1960",Hawaii,James Michener
958,"May 15, 1960",Hawaii,James Michener
959,"May 22, 1960",Advise and Consent,Allen Drury
960,"May 29, 1960",Hawaii,James Michener
961,"June 5, 1960",Advise and Consent,Allen Drury
962,"June 12, 1960",Advise and Consent,Allen Drury
963,"June 19, 1960",Advise and Consent,Allen Drury
964,"June 26, 1960",Advise and Consent,Allen Drury
965,"July 3, 1960",Advise and Consent,Allen Drury
966,"July 10, 1960",Advise and Consent,Allen Drury
967,"July 17, 1960",Hawaii,James Michener
968,"July 24, 1960",Advise and Consent,Allen Drury
969,"July 31, 1960",Advise and Consent,Allen Drury
970,"August 7, 1960",Advise and Consent,Allen Drury
971,"August 14, 1960",Advise and Consent,Allen Drury
972,"August 21, 1960",Hawaii,James Michener
973,"August 28, 1960",Hawaii,James Michener
974,"September 4, 1960",Hawaii,James Michener
975,"September 11, 1960",Hawaii,James Michener
976,"September 18, 1960",Hawaii,James Michener
977,"September 25, 1960",Hawaii,James Michener
978,"October 2, 1960",Hawaii,James Michener
979,"October 9, 1960",Hawaii,James Michener
980,"October 16, 1960",Hawaii,James Michener
981,"October 23, 1960",Hawaii,James Michener
982,"October 30, 1960",Hawaii,James Michener
983,"November 6, 1960",Hawaii,James Michener
984,"November 13, 1960",Hawaii,James Michener
985,"November 20, 1960",Hawaii,James Michener
986,"November 27, 1960",Advise and Consent,Allen Drury
987,"December 4, 1960",Hawaii,James Michener
988,"December 11, 1960",Hawaii,James Michener
989,"December 18, 1960",Hawaii,James Michener
990,"December 25, 1960",Hawaii,James Michener
991,"January 2, 1961",Hawaii,James Michener
992,"January 9, 1961",Hawaii,James Michener
993,"January 16, 1961",Hawaii,James Michener
994,"January 23, 1961",Hawaii,James Michener
995,"January 30, 1961",Hawaii,James Michener
996,"February 6, 1961",Hawaii,James Michener
997,"February 13, 1961",Hawaii,James Michener
998,"February 20, 1961",Hawaii,James Michener
999,"February 27, 1961",Hawaii,James Michener
1000,"March 5, 1961",Hawaii,James Michener
1001,"March 12, 1961",Hawaii,James Michener
1002,"March 19, 1961",Hawaii,James Michener
1003,"March 26, 1961",The Last of the Just,André Schwarz-Bart
1004,"April 2, 1961",The Last of the Just,André Schwarz-Bart
1005,"April 9, 1961",The Last of the Just,André Schwarz-Bart
1006,"April 16, 1961",The Last of the Just,André Schwarz-Bart
1007,"April 23, 1961",The Agony and the Ecstasy,Irving Stone
1008,"April 30, 1961",The Agony and the Ecstasy,Irving Stone
1009,"May 7, 1961",The Agony and the Ecstasy,Irving Stone
1010,"May 14, 1961",The Agony and the Ecstasy,Irving Stone
1011,"May 21, 1961",The Agony and the Ecstasy,Irving Stone
1012,"May 28, 1961",The Agony and the Ecstasy,Irving Stone
1013,"June 4, 1961",The Agony and the Ecstasy,Irving Stone
1014,"June 11, 1961",The Agony and the Ecstasy,Irving Stone
1015,"June 18, 1961",The Agony and the Ecstasy,Irving Stone
1016,"June 25, 1961",The Agony and the Ecstasy,Irving Stone
1017,"July 2, 1961",The Agony and the Ecstasy,Irving Stone
1018,"July 9, 1961",The Agony and the Ecstasy,Irving Stone
1019,"July 16, 1961",The Agony and the Ecstasy,Irving Stone
1020,"July 23, 1961",The Agony and the Ecstasy,Irving Stone
1021,"July 30, 1961",The Agony and the Ecstasy,Irving Stone
1022,"August 6, 1961",The Agony and the Ecstasy,Irving Stone
1023,"August 13, 1961",The Agony and the Ecstasy,Irving Stone
1024,"August 20, 1961",The Agony and the Ecstasy,Irving Stone
1025,"August 27, 1961",The Agony and the Ecstasy,Irving Stone
1026,"September 3, 1961",The Agony and the Ecstasy,Irving Stone
1027,"September 10, 1961",The Agony and the Ecstasy,Irving Stone
1028,"September 17, 1961",The Agony and the Ecstasy,Irving Stone
1029,"September 24, 1961",The Agony and the Ecstasy,Irving Stone
1030,"October 1, 1961",The Agony and the Ecstasy,Irving Stone
1031,"October 8, 1961",The Agony and the Ecstasy,Irving Stone
1032,"October 15, 1961",The Agony and the Ecstasy,Irving Stone
1033,"October 22, 1961",The Agony and the Ecstasy,Irving Stone
1034,"October 29, 1961",Franny and Zooey,J.D. Salinger
1035,"November 5, 1961",Franny and Zooey,J.D. Salinger
1036,"November 12, 1961",Franny and Zooey,J.D. Salinger
1037,"November 19, 1961",Franny and Zooey,J.D. Salinger
1038,"November 26, 1961",Franny and Zooey,J.D. Salinger
1039,"December 3, 1961",Franny and Zooey,J.D. Salinger
1040,"December 10, 1961",Franny and Zooey,J.D. Salinger
1041,"December 17, 1961",Franny and Zooey,J.D. Salinger
1042,"December 24, 1961",Franny and Zooey,J.D. Salinger
1043,"December 31, 1961",Franny and Zooey,J.D. Salinger
1044,"January 1, 1962",Franny and Zooey,J.D. Salinger
1045,"January 8, 1962",Franny and Zooey,J.D. Salinger
1046,"January 15, 1962",Franny and Zooey,J.D. Salinger
1047,"January 22, 1962",Franny and Zooey,J.D. Salinger
1048,"January 29, 1962",Franny and Zooey,J.D. Salinger
1049,"February 5, 1962",Franny and Zooey,J.D. Salinger
1050,"February 12, 1962",Franny and Zooey,J.D. Salinger
1051,"February 19, 1962",Franny and Zooey,J.D. Salinger
1052,"February 26, 1962",Franny and Zooey,J.D. Salinger
1053,"March 4, 1962",Franny and Zooey,J.D. Salinger
1054,"March 11, 1962",Franny and Zooey,J.D. Salinger
1055,"March 18, 1962",Franny and Zooey,J.D. Salinger
1056,"March 25, 1962",Franny and Zooey,J.D. Salinger
1057,"April 1, 1962",Franny and Zooey,J.D. Salinger
1058,"April 8, 1962",Franny and Zooey,J.D. Salinger
1059,"April 15, 1962",Franny and Zooey,J.D. Salinger
1060,"April 22, 1962",Franny and Zooey,J.D. Salinger
1061,"April 29, 1962",Ship of Fools,Katherine Anne Porter
1062,"May 6, 1962",Ship of Fools,Katherine Anne Porter
1063,"May 13, 1962",Ship of Fools,Katherine Anne Porter
1064,"May 20, 1962",Ship of Fools,Katherine Anne Porter
1065,"May 27, 1962",Ship of Fools,Katherine Anne Porter
1066,"June 3, 1962",Ship of Fools,Katherine Anne Porter
1067,"June 10, 1962",Ship of Fools,Katherine Anne Porter
1068,"June 17, 1962",Ship of Fools,Katherine Anne Porter
1069,"June 24, 1962",Ship of Fools,Katherine Anne Porter
1070,"July 1, 1962",Ship of Fools,Katherine Anne Porter
1071,"July 8, 1962",Ship of Fools,Katherine Anne Porter
1072,"July 15, 1962",Ship of Fools,Katherine Anne Porter
1073,"July 22, 1962",Ship of Fools,Katherine Anne Porter
1074,"July 29, 1962",Ship of Fools,Katherine Anne Porter
1075,"August 5, 1962",Ship of Fools,Katherine Anne Porter
1076,"August 12, 1962",Ship of Fools,Katherine Anne Porter
1077,"August 19, 1962",Ship of Fools,Katherine Anne Porter
1078,"August 26, 1962",Ship of Fools,Katherine Anne Porter
1079,"September 2, 1962",Ship of Fools,Katherine Anne Porter
1080,"September 9, 1962",Ship of Fools,Katherine Anne Porter
1081,"September 16, 1962",Ship of Fools,Katherine Anne Porter
1082,"September 23, 1962",Ship of Fools,Katherine Anne Porter
1083,"September 30, 1962",Ship of Fools,Katherine Anne Porter
1084,"October 7, 1962",Ship of Fools,Katherine Anne Porter
1085,"October 14, 1962",Ship of Fools,Katherine Anne Porter
1086,"October 21, 1962",Ship of Fools,Katherine Anne Porter
1087,"October 28, 1962",A Shade of Difference,Allen Drury
1088,"November 4, 1962",A Shade of Difference,Allen Drury
1089,"November 11, 1962",A Shade of Difference,Allen Drury
1090,"November 18, 1962",Seven Days in May,Fletcher Knebel
1091,"November 25, 1962",A Shade of Difference,Allen Drury
1092,"December 2, 1962",Seven Days in May,Fletcher Knebel
1093,"December 9, 1962",Seven Days in May,Fletcher Knebel
1094,"December 16, 1962",Not published due to the Newspaper Strike,N/A
1095,"December 23, 1962",Not published due to the Newspaper Strike,N/A
1096,"December 30, 1962",Not published due to the Newspaper Strike,N/A
1097,"January 6, 1963",Not published due to the Newspaper Strike,N/A
1098,"January 13, 1963",Not published due to the Newspaper Strike,N/A
1099,"January 20, 1963",Not published due to the Newspaper Strike,N/A
1100,"January 27, 1963",Not published due to the Newspaper Strike,N/A
1101,"February 3, 1963",Not published due to the Newspaper Strike,N/A
1102,"February 10, 1963",Not published due to the Newspaper Strike,N/A
1103,"February 17, 1963",Not published due to the Newspaper Strike,N/A
1104,"February 24, 1963",Not published due to the Newspaper Strike,N/A
1105,"March 3, 1963",Seven Days in May,Fletcher Knebel
1106,"March 10, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1107,"March 17, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1108,"March 24, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1109,"March 31, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1110,"April 7, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1111,"April 14, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1112,"April 21, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1113,"April 28, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1114,"May 5, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1115,"May 12, 1963","Raise High the Roof Beam, Carpenters",J. D. Salinger
1116,"May 19, 1963",The Glass-Blowers,Daphne du Maurier
1117,"May 26, 1963",The Glass-Blowers,Daphne du Maurier
1118,"June 2, 1963",The Glass-Blowers,Daphne du Maurier
1119,"June 9, 1963",The Glass-Blowers,Daphne du Maurier
1120,"June 16, 1963",The Glass-Blowers,Daphne du Maurier
1121,"June 23, 1963",The Glass-Blowers,Daphne du Maurier
1122,"June 30, 1963",The Shoes of the Fisherman,Morris West
1123,"July 7, 1963",The Shoes of the Fisherman,Morris West
1124,"July 14, 1963",The Shoes of the Fisherman,Morris West
1125,"July 21, 1963",The Shoes of the Fisherman,Morris West
1126,"July 28, 1963",The Shoes of the Fisherman,Morris West
1127,"August 4, 1963",The Shoes of the Fisherman,Morris West
1128,"August 11, 1963",The Shoes of the Fisherman,Morris West
1129,"August 18, 1963",The Shoes of the Fisherman,Morris West
1130,"August 25, 1963",The Shoes of the Fisherman,Morris West
1131,"September 1, 1963",The Shoes of the Fisherman,Morris West
1132,"September 8, 1963",The Shoes of the Fisherman,Morris West
1133,"September 15, 1963",The Shoes of the Fisherman,Morris West
1134,"September 22, 1963",The Shoes of the Fisherman,Morris West
1135,"September 29, 1963",The Shoes of the Fisherman,Morris West
1136,"October 6, 1963",The Group,Mary McCarthy
1137,"October 13, 1963",The Group,Mary McCarthy
1138,"October 20, 1963",The Group,Mary McCarthy
1139,"October 27, 1963",The Group,Mary McCarthy
1140,"November 3, 1963",The Group,Mary McCarthy
1141,"November 10, 1963",The Group,Mary McCarthy
1142,"November 17, 1963",The Group,Mary McCarthy
1143,"November 24, 1963",The Group,Mary McCarthy
1144,"December 1, 1963",The Group,Mary McCarthy
1145,"December 8, 1963",The Group,Mary McCarthy
1146,"December 15, 1963",The Group,Mary McCarthy
1147,"December 22, 1963",The Group,Mary McCarthy
1148,"December 29, 1963",The Group,Mary McCarthy
1149,"January 5, 1964",The Group,Mary McCarthy
1150,"January 12, 1964",The Group,Mary McCarthy
1151,"January 19, 1964",The Group,Mary McCarthy
1152,"January 26, 1964",The Group,Mary McCarthy
1153,"February 2, 1964",The Group,Mary McCarthy
1154,"February 9, 1964",The Group,Mary McCarthy
1155,"February 16, 1964",The Group,Mary McCarthy
1156,"February 23, 1964",The Spy Who Came in from the Cold,John le Carré
1157,"March 1, 1964",The Spy Who Came in from the Cold,John le Carré
1158,"March 8, 1964",The Spy Who Came in from the Cold,John le Carré
1159,"March 15, 1964",The Spy Who Came in from the Cold,John le Carré
1160,"March 22, 1964",The Spy Who Came in from the Cold,John le Carré
1161,"March 29, 1964",The Spy Who Came in from the Cold,John le Carré
1162,"April 5, 1964",The Spy Who Came in from the Cold,John le Carré
1163,"April 12, 1964",The Spy Who Came in from the Cold,John le Carré
1164,"April 19, 1964",The Spy Who Came in from the Cold,John le Carré
1165,"April 26, 1964",The Spy Who Came in from the Cold,John le Carré
1166,"May 3, 1964",The Spy Who Came in from the Cold,John le Carré
1167,"May 10, 1964",The Spy Who Came in from the Cold,John le Carré
1168,"May 17, 1964",The Spy Who Came in from the Cold,John le Carré
1169,"May 24, 1964",The Spy Who Came in from the Cold,John le Carré
1170,"May 31, 1964",The Spy Who Came in from the Cold,John le Carré
1171,"June 7, 1964",The Spy Who Came in from the Cold,John le Carré
1172,"June 14, 1964",The Spy Who Came in from the Cold,John le Carré
1173,"June 21, 1964",The Spy Who Came in from the Cold,John le Carré
1174,"June 28, 1964",The Spy Who Came in from the Cold,John le Carré
1175,"July 5, 1964",The Spy Who Came in from the Cold,John le Carré
1176,"July 12, 1964",The Spy Who Came in from the Cold,John le Carré
1177,"July 19, 1964",The Spy Who Came in from the Cold,John le Carré
1178,"July 26, 1964",The Spy Who Came in from the Cold,John le Carré
1179,"August 2, 1964",The Spy Who Came in from the Cold,John le Carré
1180,"August 9, 1964",The Spy Who Came in from the Cold,John le Carré
1181,"August 16, 1964",The Spy Who Came in from the Cold,John le Carré
1182,"August 23, 1964",The Spy Who Came in from the Cold,John le Carré
1183,"August 30, 1964",The Spy Who Came in from the Cold,John le Carré
1184,"September 6, 1964",The Spy Who Came in from the Cold,John le Carré
1185,"September 13, 1964",The Spy Who Came in from the Cold,John le Carré
1186,"September 20, 1964",The Spy Who Came in from the Cold,John le Carré
1187,"September 27, 1964",The Spy Who Came in from the Cold,John le Carré
1188,"October 4, 1964",The Rector of Justin,Louis Auchincloss
1189,"October 11, 1964",The Spy Who Came in from the Cold,John le Carré
1190,"October 18, 1964",The Spy Who Came in from the Cold,John le Carré
1191,"October 25, 1964",Herzog,Saul Bellow
1192,"November 1, 1964",Herzog,Saul Bellow
1193,"November 8, 1964",Herzog,Saul Bellow
1194,"November 15, 1964",Herzog,Saul Bellow
1195,"November 22, 1964",Herzog,Saul Bellow
1196,"November 29, 1964",Herzog,Saul Bellow
1197,"December 6, 1964",Herzog,Saul Bellow
1198,"December 13, 1964",Herzog,Saul Bellow
1199,"December 20, 1964",Herzog,Saul Bellow
1200,"December 27, 1964",Herzog,Saul Bellow
1201,"January 3, 1965",Herzog,Saul Bellow
1202,"January 10, 1965",Herzog,Saul Bellow
1203,"January 17, 1965",Herzog,Saul Bellow
1204,"January 24, 1965",Herzog,Saul Bellow
1205,"January 31, 1965",Herzog,Saul Bellow
1206,"February 7, 1965",Herzog,Saul Bellow
1207,"February 14, 1965",Herzog,Saul Bellow
1208,"February 21, 1965",Herzog,Saul Bellow
1209,"February 28, 1965",Herzog,Saul Bellow
1210,"March 7, 1965",Herzog,Saul Bellow
1211,"March 14, 1965",Herzog,Saul Bellow
1212,"March 21, 1965",Herzog,Saul Bellow
1213,"March 28, 1965",Herzog,Saul Bellow
1214,"April 4, 1965",Herzog,Saul Bellow
1215,"April 11, 1965",Herzog,Saul Bellow
1216,"April 18, 1965",Herzog,Saul Bellow
1217,"April 25, 1965",Herzog,Saul Bellow
1218,"May 2, 1965",Herzog,Saul Bellow
1219,"May 9, 1965",Herzog,Saul Bellow
1220,"May 16, 1965",Up the Down Staircase,Bel Kaufman
1221,"May 23, 1965",Up the Down Staircase,Bel Kaufman
1222,"May 30, 1965",Up the Down Staircase,Bel Kaufman
1223,"June 6, 1965",Up the Down Staircase,Bel Kaufman
1224,"June 13, 1965",Up the Down Staircase,Bel Kaufman
1225,"June 20, 1965",Up the Down Staircase,Bel Kaufman
1226,"June 27, 1965",Up the Down Staircase,Bel Kaufman
1227,"July 4, 1965",Up the Down Staircase,Bel Kaufman
1228,"July 11, 1965",The Source,James Michener
1229,"July 18, 1965",The Source,James Michener
1230,"July 25, 1965",The Source,James Michener
1231,"August 1, 1965",The Source,James Michener
1232,"August 8, 1965",The Source,James Michener
1233,"August 15, 1965",The Source,James Michener
1234,"August 22, 1965",The Source,James Michener
1235,"August 29, 1965",The Source,James Michener
1236,"September 5, 1965",The Source,James Michener
1237,"September 12, 1965",The Source,James Michener
1238,"September 19, 1965",Not published due to newspaper strike,N/A
1239,"September 26, 1965",Not published due to newspaper strike,N/A
1240,"October 3, 1965",Not published due to newspaper strike,N/A
1241,"October 10, 1965",The Source,James Michener
1242,"October 17, 1965",The Source,James Michener
1243,"October 24, 1965",The Source,James Michener
1244,"October 31, 1965",The Source,James Michener
1245,"November 7, 1965",The Source,James Michener
1246,"November 14, 1965",The Source,James Michener
1247,"November 21, 1965",The Source,James Michener
1248,"November 28, 1965",The Source,James Michener
1249,"December 5, 1965",The Source,James Michener
1250,"December 12, 1965",The Source,James Michener
1251,"December 19, 1965",The Source,James Michener
1252,"December 26, 1965",The Source,James Michener
1253,"January 3, 1966",The Source,James Michener
1254,"January 10, 1966",The Source,James Michener
1255,"January 17, 1966",The Source,James Michener
1256,"January 24, 1966",The Source,James Michener
1257,"January 31, 1966",The Source,James Michener
1258,"February 7, 1966",The Source,James Michener
1259,"February 14, 1966",The Source,James Michener
1260,"February 21, 1966",The Source,James Michener
1261,"February 28, 1966",The Source,James Michener
1262,"March 6, 1966",The Source,James Michener
1263,"March 13, 1966",The Source,James Michener
1264,"March 20, 1966",The Source,James Michener
1265,"March 27, 1966",The Source,James Michener
1266,"April 3, 1966",The Source,James Michener
1267,"April 10, 1966",The Source,James Michener
1268,"April 17, 1966",The Source,James Michener
1269,"April 24, 1966",The Source,James Michener
1270,"May 1, 1966",The Source,James Michener
1271,"May 8, 1966",Valley of the Dolls,Jacqueline Susann
1272,"May 15, 1966",Valley of the Dolls,Jacqueline Susann
1273,"May 22, 1966",Valley of the Dolls,Jacqueline Susann
1274,"May 29, 1966",Valley of the Dolls,Jacqueline Susann
1275,"June 5, 1966",Valley of the Dolls,Jacqueline Susann
1276,"June 12, 1966",Valley of the Dolls,Jacqueline Susann
1277,"June 19, 1966",Valley of the Dolls,Jacqueline Susann
1278,"June 26, 1966",Valley of the Dolls,Jacqueline Susann
1279,"July 3, 1966",Valley of the Dolls,Jacqueline Susann
1280,"July 10, 1966",Valley of the Dolls,Jacqueline Susann
1281,"July 17, 1966",Valley of the Dolls,Jacqueline Susann
1282,"July 24, 1966",Valley of the Dolls,Jacqueline Susann
1283,"July 31, 1966",Valley of the Dolls,Jacqueline Susann
1284,"August 7, 1966",Valley of the Dolls,Jacqueline Susann
1285,"August 14, 1966",Valley of the Dolls,Jacqueline Susann
1286,"August 21, 1966",Valley of the Dolls,Jacqueline Susann
1287,"August 28, 1966",Valley of the Dolls,Jacqueline Susann
1288,"September 4, 1966",Valley of the Dolls,Jacqueline Susann
1289,"September 11, 1966",Valley of the Dolls,Jacqueline Susann
1290,"September 18, 1966",Valley of the Dolls,Jacqueline Susann
1291,"September 25, 1966",Valley of the Dolls,Jacqueline Susann
1292,"October 2, 1966",Valley of the Dolls,Jacqueline Susann
1293,"October 9, 1966",Valley of the Dolls,Jacqueline Susann
1294,"October 16, 1966",Valley of the Dolls,Jacqueline Susann
1295,"October 23, 1966",Valley of the Dolls,Jacqueline Susann
1296,"October 30, 1966",Valley of the Dolls,Jacqueline Susann
1297,"November 6, 1966",Valley of the Dolls,Jacqueline Susann
1298,"November 13, 1966",Valley of the Dolls,Jacqueline Susann
1299,"November 20, 1966",The Secret of Santa Vittoria,Robert Crichton
1300,"November 27, 1966",The Secret of Santa Vittoria,Robert Crichton
1301,"December 4, 1966",The Secret of Santa Vittoria,Robert Crichton
1302,"December 11, 1966",The Secret of Santa Vittoria,Robert Crichton
1303,"December 18, 1966",The Secret of Santa Vittoria,Robert Crichton
1304,"December 26, 1966",The Secret of Santa Vittoria,Robert Crichton
1305,"January 1, 1967",The Secret of Santa Vittoria,Robert Crichton
1306,"January 8, 1967",The Secret of Santa Vittoria,Robert Crichton
1307,"January 15, 1967",The Secret of Santa Vittoria,Robert Crichton
1308,"January 22, 1967",The Secret of Santa Vittoria,Robert Crichton
1309,"January 29, 1967",The Secret of Santa Vittoria,Robert Crichton
1310,"February 5, 1967",The Secret of Santa Vittoria,Robert Crichton
1311,"February 12, 1967",The Secret of Santa Vittoria,Robert Crichton
1312,"February 19, 1967",The Secret of Santa Vittoria,Robert Crichton
1313,"February 26, 1967",The Secret of Santa Vittoria,Robert Crichton
1314,"March 5, 1967",The Secret of Santa Vittoria,Robert Crichton
1315,"March 12, 1967",The Secret of Santa Vittoria,Robert Crichton
1316,"March 19, 1967",The Secret of Santa Vittoria,Robert Crichton
1317,"March 26, 1967",The Arrangement,Elia Kazan
1318,"April 2, 1967",The Arrangement,Elia Kazan
1319,"April 9, 1967",The Arrangement,Elia Kazan
1320,"April 16, 1967",The Arrangement,Elia Kazan
1321,"April 23, 1967",The Arrangement,Elia Kazan
1322,"April 30, 1967",The Arrangement,Elia Kazan
1323,"May 7, 1967",The Arrangement,Elia Kazan
1324,"May 14, 1967",The Arrangement,Elia Kazan
1325,"May 21, 1967",The Arrangement,Elia Kazan
1326,"May 28, 1967",The Arrangement,Elia Kazan
1327,"June 4, 1967",The Eighth Day,Thornton Wilder
1328,"June 11, 1967",The Eighth Day,Thornton Wilder
1329,"June 18, 1967",The Arrangement,Elia Kazan
1330,"June 25, 1967",The Eighth Day,Thornton Wilder
1331,"July 2, 1967",The Arrangement,Elia Kazan
1332,"July 9, 1967",The Eighth Day,Thornton Wilder
1333,"July 16, 1967",The Arrangement,Elia Kazan
1334,"July 23, 1967",The Arrangement,Elia Kazan
1335,"July 30, 1967",The Arrangement,Elia Kazan
1336,"August 6, 1967",The Arrangement,Elia Kazan
1337,"August 13, 1967",The Arrangement,Elia Kazan
1338,"August 20, 1967",The Arrangement,Elia Kazan
1339,"August 27, 1967",The Arrangement,Elia Kazan
1340,"September 3, 1967",The Arrangement,Elia Kazan
1341,"September 10, 1967",The Arrangement,Elia Kazan
1342,"September 17, 1967",The Arrangement,Elia Kazan
1343,"September 24, 1967",The Arrangement,Elia Kazan
1344,"October 1, 1967",The Chosen,Chaim Potok
1345,"October 8, 1967",The Chosen,Chaim Potok
1346,"October 15, 1967",Topaz,Leon Uris
1347,"October 22, 1967",The Chosen,Chaim Potok
1348,"October 29, 1967",The Gabriel Hounds,Mary Stewart
1349,"November 5, 1967",The Confessions of Nat Turner,William Styron
1350,"November 12, 1967",The Confessions of Nat Turner,William Styron
1351,"November 19, 1967",The Confessions of Nat Turner,William Styron
1352,"November 26, 1967",The Confessions of Nat Turner,William Styron
1353,"December 3, 1967",The Confessions of Nat Turner,William Styron
1354,"December 10, 1967",The Confessions of Nat Turner,William Styron
1355,"December 17, 1967",The Confessions of Nat Turner,William Styron
1356,"December 24, 1967",The Confessions of Nat Turner,William Styron
1357,"December 31, 1967",The Confessions of Nat Turner,William Styron
1358,"January 7, 1968",The Confessions of Nat Turner,William Styron
1359,"January 14, 1968",The Confessions of Nat Turner,William Styron
1360,"January 21, 1968",The Confessions of Nat Turner,William Styron
1361,"January 28, 1968",The Confessions of Nat Turner,William Styron
1362,"February 4, 1968",The Confessions of Nat Turner,William Styron
1363,"February 11, 1968",The Confessions of Nat Turner,William Styron
1364,"February 18, 1968",The Confessions of Nat Turner,William Styron
1365,"February 25, 1968",The Confessions of Nat Turner,William Styron
1366,"March 3, 1968",The Confessions of Nat Turner,William Styron
1367,"March 10, 1968",The Confessions of Nat Turner,William Styron
1368,"March 17, 1968",The Confessions of Nat Turner,William Styron
1369,"March 24, 1968",The Confessions of Nat Turner,William Styron
1370,"March 31, 1968",Vanished,Fletcher Knebel
1371,"April 7, 1968",Airport,Arthur Hailey
1372,"April 14, 1968",Airport,Arthur Hailey
1373,"April 21, 1968",Airport,Arthur Hailey
1374,"April 28, 1968",Airport,Arthur Hailey
1375,"May 5, 1968",Airport,Arthur Hailey
1376,"May 12, 1968",Airport,Arthur Hailey
1377,"May 19, 1968",Airport,Arthur Hailey
1378,"May 26, 1968",Airport,Arthur Hailey
1379,"June 2, 1968",Airport,Arthur Hailey
1380,"June 9, 1968",Airport,Arthur Hailey
1381,"June 16, 1968",Airport,Arthur Hailey
1382,"June 23, 1968",Airport,Arthur Hailey
1383,"June 30, 1968",Couples,John Updike
1384,"July 7, 1968",Airport,Arthur Hailey
1385,"July 14, 1968",Airport,Arthur Hailey
1386,"July 21, 1968",Airport,Arthur Hailey
1387,"July 28, 1968",Airport,Arthur Hailey
1388,"August 4, 1968",Airport,Arthur Hailey
1389,"August 11, 1968",Airport,Arthur Hailey
1390,"August 18, 1968",Airport,Arthur Hailey
1391,"August 25, 1968",Airport,Arthur Hailey
1392,"September 1, 1968",Airport,Arthur Hailey
1393,"September 8, 1968",Airport,Arthur Hailey
1394,"September 15, 1968",Airport,Arthur Hailey
1395,"September 22, 1968",Airport,Arthur Hailey
1396,"September 29, 1968",Airport,Arthur Hailey
1397,"October 6, 1968",Airport,Arthur Hailey
1398,"October 13, 1968",Airport,Arthur Hailey
1399,"October 20, 1968",Airport,Arthur Hailey
1400,"October 27, 1968",Airport,Arthur Hailey
1401,"November 3, 1968",Airport,Arthur Hailey
1402,"November 10, 1968",The Salzburg Connection,Helen MacInnes
1403,"November 17, 1968",The Salzburg Connection,Helen MacInnes
1404,"November 24, 1968",The Salzburg Connection,Helen MacInnes
1405,"December 1, 1968",The Salzburg Connection,Helen MacInnes
1406,"December 8, 1968",The Salzburg Connection,Helen MacInnes
1407,"December 15, 1968",The Salzburg Connection,Helen MacInnes
1408,"December 22, 1968",The Salzburg Connection,Helen MacInnes
1409,"December 29, 1968",The Salzburg Connection,Helen MacInnes
1410,"January 5, 1969",The Salzburg Connection,Helen MacInnes
1411,"January 12, 1969",The Salzburg Connection,Helen MacInnes
1412,"January 19, 1969",The Salzburg Connection,Helen MacInnes
1413,"January 26, 1969",The Salzburg Connection,Helen MacInnes
1414,"February 2, 1969",The Salzburg Connection,Helen MacInnes
1415,"February 9, 1969",The Salzburg Connection,Helen MacInnes
1416,"February 16, 1969",The Salzburg Connection,Helen MacInnes
1417,"February 23, 1969",The Salzburg Connection,Helen MacInnes
1418,"March 2, 1969",The Salzburg Connection,Helen MacInnes
1419,"March 9, 1969",The Salzburg Connection,Helen MacInnes
1420,"March 16, 1969",Portnoy's Complaint,Philip Roth
1421,"March 23, 1969",Portnoy's Complaint,Philip Roth
1422,"March 30, 1969",Portnoy's Complaint,Philip Roth
1423,"April 6, 1969",Portnoy's Complaint,Philip Roth
1424,"April 13, 1969",Portnoy's Complaint,Philip Roth
1425,"April 20, 1969",Portnoy's Complaint,Philip Roth
1426,"April 27, 1969",Portnoy's Complaint,Philip Roth
1427,"May 4, 1969",Portnoy's Complaint,Philip Roth
1428,"May 11, 1969",Portnoy's Complaint,Philip Roth
1429,"May 18, 1969",Portnoy's Complaint,Philip Roth
1430,"May 25, 1969",Portnoy's Complaint,Philip Roth
1431,"June 1, 1969",Portnoy's Complaint,Philip Roth
1432,"June 8, 1969",Portnoy's Complaint,Philip Roth
1433,"June 15, 1969",Portnoy's Complaint,Philip Roth
